Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Unit,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F,Y2020,Y2020F,Y2021,Y2021F,Y2022,Y2022F
"90","'324","Guinea","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.18","E",,,,,,,"0.15","E",,
"90","'324","Guinea","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","37.4","E","36.9","E","36.1","E","35.8","E","36.8","E","37.4","E"
"90","'324","Guinea","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","4.6","E","4.6","E","4.6","E","4.7","E","5","E","5.2","E"
"175","'624","Guinea-Bissau","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","2.95","E","3.03","E","3.11","E","3.2","E","3.44","E","3.73","E"
"175","'624","Guinea-Bissau","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.58","E",,,,,,,"0.6","E",,
"175","'624","Guinea-Bissau","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.57","E",,,,,,,"1.12","E",,
"175","'624","Guinea-Bissau","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.07","E",,,,,,,"0.24","E",,
"175","'624","Guinea-Bissau","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","1.28","E",,,,,,,"0.85","E",,
"175","'624","Guinea-Bissau","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.53","E",,,,,,,"0.45","E",,
"175","'624","Guinea-Bissau","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.15","E",,,,,,,"0.18","E",,
"175","'624","Guinea-Bissau","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","62.5","E","61.6","E","58.9","E","62.6","E","63.8","E","64","E"
"175","'624","Guinea-Bissau","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","1.2","E","1.2","E","1.2","E","1.3","E","1.3","E","1.3","E"
"114","'404","Kenya","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","2.79","E","2.77","E","2.85","E","2.91","E","3.13","E","3.54","E"
"114","'404","Kenya","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.43","E",,,,,,,"0.64","E",,
"114","'404","Kenya","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.94","E",,,,,,,"1.2","E",,
"114","'404","Kenya","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.22","E",,,,,,,"0.31","E",,
"114","'404","Kenya","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.52","E",,,,,,,"0.35","E",,
"114","'404","Kenya","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.57","E",,,,,,,"0.31","E",,
"114","'404","Kenya","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.18","E",,,,,,,"0.32","E",,
"114","'404","Kenya","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","71.7","E","72","E","73.7","E","77","E","78.8","E","79.2","E"
"114","'404","Kenya","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","35.1","E","36","E","37.5","E","40","E","41.8","E","42.8","E"
"122","'426","Lesotho","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.52","E","3.62","E","3.74","E","3.98","E","4.31","E","4.68","E"
"122","'426","Lesotho","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.46","E",,,,,,,"0.57","E",,
"122","'426","Lesotho","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1.17","E",,,,,,,"1.33","E",,
"122","'426","Lesotho","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.36","E",,,,,,,"0.49","E",,
"122","'426","Lesotho","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.79","E",,,,,,,"0.96","E",,
"122","'426","Lesotho","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.84","E",,,,,,,"0.64","E",,
"122","'426","Lesotho","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.15","E",,,,,,,"0.32","E",,
"122","'426","Lesotho","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","69.9","E","71","E","72.1","E","75.9","E","76.3","E","76.3","E"
"122","'426","Lesotho","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","1.5","E","1.6","E","1.6","E","1.7","E","1.7","E","1.8","E"
"123","'430","Liberia","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.08","E","3.09","E","3.18","E","3.37","E","3.34","E","3.5","E"
"123","'430","Liberia","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","1.27","E",,,,,,,"0.66","E",,
"123","'430","Liberia","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.68","E",,,,,,,"1.02","E",,
"123","'430","Liberia","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.23","E",,,,,,,"0.25","E",,
"123","'430","Liberia","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.84","E",,,,,,,"0.94","E",,
"123","'430","Liberia","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.9","E",,,,,,,"0.36","E",,
"123","'430","Liberia","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.09","E",,,,,,,"0.1","E",,
"123","'430","Liberia","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","64.5","E","63.9","E","66","E","69.9","E","66.3","E","64.1","E"
"123","'430","Liberia","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","3.1","E","3.1","E","3.3","E","3.6","E","3.4","E","3.4","E"
"129","'450","Madagascar","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.03","E","3.16","E","3.2","E","3.23","E","3.43","E","3.75","E"
"129","'450","Madagascar","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.55","E",,,,,,,"0.62","E",,
"129","'450","Madagascar","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1.02","E",,,,,,,"1.3","E",,
"129","'450","Madagascar","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.33","E",,,,,,,"0.36","E",,
"129","'450","Madagascar","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.32","E",,,,,,,"0.42","E",,
"129","'450","Madagascar","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.56","E",,,,,,,"0.45","E",,
"129","'450","Madagascar","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.2","E",,,,,,,"0.28","E",,
"129","'450","Madagascar","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","92.8","E","93","E","92.7","E","93.8","E","93.6","E","93.6","E"
"129","'450","Madagascar","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","24.3","E","25","E","25.5","E","26.5","E","27.1","E","27.7","E"
"130","'454","Malawi","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","2.46","E","2.53","E","2.7","E","2.84","E","3.03","E","3.43","E"
"130","'454","Malawi","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.33","E",,,,,,,"0.6","E",,
"130","'454","Malawi","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1.08","E",,,,,,,"1.2","E",,
"130","'454","Malawi","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.13","E",,,,,,,"0.27","E",,
"130","'454","Malawi","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.61","E",,,,,,,"0.37","E",,
"130","'454","Malawi","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.4","E",,,,,,,"0.32","E",,
"130","'454","Malawi","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.18","E",,,,,,,"0.26","E",,
"130","'454","Malawi","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","84.6","E","85.5","E","87.1","E","88.5","E","88.7","E","89.6","E"
"130","'454","Malawi","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","15.1","E","15.7","E","16.4","E","17.1","E","17.6","E","18.3","E"
"133","'466","Mali","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","2.87","E","3","E","2.93","E","3.02","E","3.19","E","3.58","E"
"133","'466","Mali","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.43","E",,,,,,,"0.59","E",,
"133","'466","Mali","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1","E",,,,,,,"1.34","E",,
"133","'466","Mali","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.13","E",,,,,,,"0.26","E",,
"133","'466","Mali","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.65","E",,,,,,,"0.47","E",,
"133","'466","Mali","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.54","E",,,,,,,"0.35","E",,
"133","'466","Mali","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.14","E",,,,,,,"0.18","E",,
"133","'466","Mali","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","55.2","E","52.3","E","47.8","E","53","E","55.6","E","58.7","E"
"133","'466","Mali","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","10.7","E","10.4","E","9.8","E","11.3","E","12.2","E","13.3","E"
"136","'478","Mauritania","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.73","E","3.86","E","3.95","E","3.99","E","4.27","E","4.86","E"
"136","'478","Mauritania","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.46","E",,,,,,,"0.63","E",,
"136","'478","Mauritania","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.96","E",,,,,,,"1.12","E",,
"136","'478","Mauritania","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.19","E",,,,,,,"0.55","E",,
"136","'478","Mauritania","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.87","E",,,,,,,"0.86","E",,
"136","'478","Mauritania","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.8","E",,,,,,,"0.89","E",,
"136","'478","Mauritania","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.16","E",,,,,,,"0.21","E",,
"136","'478","Mauritania","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","49.9","E","49.9","E","50.4","E","52.1","E","54.4","E","55.2","E"
"136","'478","Mauritania","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","2.1","E","2.1","E","2.2","E","2.3","E","2.5","E","2.6","E"
"137","'480","Mauritius","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.43","E","3.52","E","3.56","E","3.74","E","3.92","E","4.39","E"
"137","'480","Mauritius","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.41","E",,,,,,,"0.58","E",,
"137","'480","Mauritius","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.88","E",,,,,,,"1.02","E",,
"137","'480","Mauritius","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.3","E",,,,,,,"0.36","E",,
"137","'480","Mauritius","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","1.07","E",,,,,,,"1.31","E",,
"137","'480","Mauritius","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.56","E",,,,,,,"0.51","E",,
"137","'480","Mauritius","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.1","E",,,,,,,"0.14","E",,
"137","'480","Mauritius","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","15.1","E","14.2","E","13.3","E","18.6","E","17.8","E","17.5","E"
"137","'480","Mauritius","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","0.2","E","0.2","E","0.2","E","0.2","E","0.2","E","0.2","E"
"143","'504","Morocco","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","2.6","E","2.64","E","2.65","E","2.69","E","2.79","E","3.14","E"
"143","'504","Morocco","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.41","E",,,,,,,"0.47","E",,
"143","'504","Morocco","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.8","E",,,,,,,"0.83","E",,
"143","'504","Morocco","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.36","E",,,,,,,"0.38","E",,
"143","'504","Morocco","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.48","E",,,,,,,"0.52","E",,
"143","'504","Morocco","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.54","E",,,,,,,"0.45","E",,
"143","'504","Morocco","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.12","E",,,,,,,"0.13","E",,
"143","'504","Morocco","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","13","E","12.4","E","11.7","E","13.8","E","12","E","12.7","E"
"143","'504","Morocco","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","4.6","E","4.5","E","4.3","E","5.1","E","4.4","E","4.8","E"
"144","'508","Mozambique","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","2.81","E","2.77","E","2.84","E","2.97","E","3.26","E","3.6","E"
"144","'508","Mozambique","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.41","E",,,,,,,"0.6","E",,
"144","'508","Mozambique","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.99","E",,,,,,,"1.21","E",,
"144","'508","Mozambique","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.21","E",,,,,,,"0.41","E",,
"144","'508","Mozambique","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.84","E",,,,,,,"0.54","E",,
"144","'508","Mozambique","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.39","E",,,,,,,"0.22","E",,
"144","'508","Mozambique","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.19","E",,,,,,,"0.27","E",,
"144","'508","Mozambique","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","84.9","E","85.3","E","86.5","E","88.6","E","89.2","E","89.3","E"
"144","'508","Mozambique","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","24.3","E","25.1","E","26.2","E","27.6","E","28.6","E","29.4","E"
"147","'516","Namibia","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.28","E","3.33","E","3.41","E","3.55","E","3.79","E","4.16","E"
"147","'516","Namibia","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.57","E",,,,,,,"0.68","E",,
"147","'516","Namibia","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.74","E",,,,,,,"1.04","E",,
"147","'516","Namibia","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.19","E",,,,,,,"0.25","E",,
"147","'516","Namibia","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.83","E",,,,,,,"0.97","E",,
"147","'516","Namibia","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.81","E",,,,,,,"0.67","E",,
"147","'516","Namibia","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.11","E",,,,,,,"0.18","E",,
"147","'516","Namibia","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","57.8","E","58","E","58.5","E","62.2","E","59.7","E","57.1","E"
"147","'516","Namibia","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","1.4","E","1.4","E","1.4","E","1.5","E","1.5","E","1.5","E"
"158","'562","Niger","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.22","E","3.17","E","3.15","E","3.28","E","3.56","E","3.96","E"
"158","'562","Niger","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.4","E",,,,,,,"0.43","E",,
"158","'562","Niger","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1.14","E",,,,,,,"1.5","E",,
"158","'562","Niger","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.09","E",,,,,,,"0.26","E",,
"158","'562","Niger","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.47","E",,,,,,,"0.47","E",,
"158","'562","Niger","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.6","E",,,,,,,"0.72","E",,
"158","'562","Niger","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.14","E",,,,,,,"0.18","E",,
"158","'562","Niger","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","85.8","E","83.9","E","83.2","E","84.7","E","86.8","E","86.3","E"
"158","'562","Niger","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","18.7","E","18.9","E","19.5","E","20.6","E","21.9","E","22.6","E"
"159","'566","Nigeria","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","2.88","E","3.01","E","3.12","E","3.24","E","3.49","E","3.83","E"
"159","'566","Nigeria","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.76","E",,,,,,,"1","E",,
"159","'566","Nigeria","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.99","E",,,,,,,"1.01","E",,
"159","'566","Nigeria","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.23","E",,,,,,,"0.25","E",,
"159","'566","Nigeria","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.93","E",,,,,,,"0.75","E",,
"159","'566","Nigeria","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.52","E",,,,,,,"0.34","E",,
"159","'566","Nigeria","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.13","E",,,,,,,"0.15","E",,
"159","'566","Nigeria","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","74.3","E","75.1","E","76","E","78","E","78.5","E","78.7","E"
"159","'566","Nigeria","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","143.8","E","149","E","154.5","E","162.5","E","167.4","E","172","E"
"184","'646","Rwanda","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.09","E","2.94","E","3.01","E","3.2","E","3.22","E","3.8","E"
"184","'646","Rwanda","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.58","E",,,,,,,"0.62","E",,
"184","'646","Rwanda","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.92","E",,,,,,,"1.43","E",,
"184","'646","Rwanda","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.14","E",,,,,,,"0.22","E",,
"184","'646","Rwanda","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.3","E",,,,,,,"0.32","E",,
"184","'646","Rwanda","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.48","E",,,,,,,"0.4","E",,
"184","'646","Rwanda","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.19","E",,,,,,,"0.23","E",,
"184","'646","Rwanda","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","80.1","E","76.6","E","74.9","E","78","E","74.6","E","75.7","E"
"184","'646","Rwanda","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","9.8","E","9.6","E","9.6","E","10.3","E","10","E","10.4","E"
"193","'678","Sao Tome and Principe","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","2.33","E","2.41","E","2.48","E","2.57","E","2.72","E","2.99","E"
"193","'678","Sao Tome and Principe","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.48","E",,,,,,,"0.52","E",,
"193","'678","Sao Tome and Principe","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1.02","E",,,,,,,"0.87","E",,
"193","'678","Sao Tome and Principe","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.39","E",,,,,,,"0.28","E",,
"193","'678","Sao Tome and Principe","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","1.05","E",,,,,,,"0.78","E",,
"193","'678","Sao Tome and Principe","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.24","E",,,,,,,"0.15","E",,
"193","'678","Sao Tome and Principe","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.12","E",,,,,,,"0.11","E",,
"193","'678","Sao Tome and Principe","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","49","E","48.7","E","48.8","E","49","E","49.3","E","51.3","E"
"193","'678","Sao Tome and Principe","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","0.1","E","0.1","E","0.1","E","0.1","E","0.1","E","0.1","E"
"195","'686","Senegal","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","2.66","E","2.73","E","2.77","E","2.83","E","2.98","E","3.38","E"
"195","'686","Senegal","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.4","E",,,,,,,"0.52","E",,
"195","'686","Senegal","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.38","E",,,,,,,"1.05","E",,
"195","'686","Senegal","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.12","E",,,,,,,"0.31","E",,
"195","'686","Senegal","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.68","E",,,,,,,"0.61","E",,
"195","'686","Senegal","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.42","E",,,,,,,"0.29","E",,
"195","'686","Senegal","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.19","E",,,,,,,"0.19","E",,
"195","'686","Senegal","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","54.3","E","48.7","E","47.1","E","48.6","E","47.5","E","49.5","E"
"195","'686","Senegal","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","8.2","E","7.6","E","7.5","E","8","E","8","E","8.6","E"
"196","'690","Seychelles","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.51","E","3.47","E","3.46","E","3.32","E","3.62","E","3.88","E"
"196","'690","Seychelles","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.38","E",,,,,,,"0.58","E",,
"196","'690","Seychelles","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1.09","E",,,,,,,"1.04","E",,
"196","'690","Seychelles","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.88","E",,,,,,,"0.37","E",,
"196","'690","Seychelles","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","1.09","E",,,,,,,"1.15","E",,
"196","'690","Seychelles","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.48","E",,,,,,,"0.32","E",,
"196","'690","Seychelles","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.09","E",,,,,,,"0.16","E",,
"196","'690","Seychelles","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","40","E","40.2","E","36.3","E","40.1","E","38.8","E","45.3","E"
"196","'690","Seychelles","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","<0.1","E","<0.1","E","<0.1","E","<0.1","E","<0.1","E","<0.1","E"
"197","'694","Sierra Leone","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","2.69","E","2.8","E","2.7","E","2.74","E","3","E","3.32","E"
"197","'694","Sierra Leone","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.65","E",,,,,,,"0.65","E",,
"197","'694","Sierra Leone","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.75","E",,,,,,,"1.18","E",,
"197","'694","Sierra Leone","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.26","E",,,,,,,"0.38","E",,
"197","'694","Sierra Leone","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.76","E",,,,,,,"0.42","E",,
"197","'694","Sierra Leone","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.3","E",,,,,,,"0.26","E",,
"197","'694","Sierra Leone","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.12","E",,,,,,,"0.11","E",,
"197","'694","Sierra Leone","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","62.2","E","62.3","E","58.2","E","60.5","E","61.8","E","62.5","E"
"197","'694","Sierra Leone","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","4.8","E","4.9","E","4.7","E","5","E","5.2","E","5.4","E"
"202","'710","South Africa","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.05","E","3.08","E","3.12","E","3.19","E","3.39","E","3.74","E"
"202","'710","South Africa","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.63","E",,,,,,,"0.56","E",,
"202","'710","South Africa","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1.06","E",,,,,,,"1.08","E",,
"202","'710","South Africa","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.85","E",,,,,,,"0.31","E",,
"202","'710","South Africa","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.7","E",,,,,,,"0.68","E",,
"202","'710","South Africa","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.73","E",,,,,,,"0.66","E",,
"202","'710","South Africa","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.13","E",,,,,,,"0.1","E",,
"202","'710","South Africa","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","61","E","60.5","E","60.4","E","62.1","E","61.2","E","61.2","E"
"202","'710","South Africa","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","34.6","E","34.7","E","35.1","E","36.5","E","36.4","E","36.6","E"
"276","'729","Sudan","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","2.53","E","2.7","E","2.96","E","2.82","E","2.12","E","1.86","E"
"276","'729","Sudan","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.55","E",,,,,,,"0.35","E",,
"276","'729","Sudan","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1.2","E",,,,,,,"0.66","E",,
"276","'729","Sudan","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.51","E",,,,,,,"0.24","E",,
"276","'729","Sudan","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.72","E",,,,,,,"0.42","E",,
"276","'729","Sudan","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.48","E",,,,,,,"0.25","E",,
"276","'729","Sudan","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.21","E",,,,,,,"0.2","E",,
"276","'729","Sudan","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","45.2","E","50","E","56.7","E","56.3","E","41.6","E","33.7","E"
"276","'729","Sudan","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","18.4","E","21","E","24.5","E","25","E","19","E","15.8","E"
"222","'788","Tunisia","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.66","E","3.74","E","3.82","E","3.83","E","4.03","E","4.46","E"
"222","'788","Tunisia","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.32","E",,,,,,,"0.3","E",,
"222","'788","Tunisia","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.84","E",,,,,,,"1.17","E",,
"222","'788","Tunisia","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.48","E",,,,,,,"0.59","E",,
"222","'788","Tunisia","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.53","E",,,,,,,"0.61","E",,
