Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
"98","'191","Croatia","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2018","2018","%","23.2","E"
"98","'191","Croatia","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2019","2019","%","19","E"
"98","'191","Croatia","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2020","2020","%","18.8","E"
"98","'191","Croatia","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2021","2021","%","15.5","E"
"98","'191","Croatia","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2017","2017","million No","1.2","E"
"98","'191","Croatia","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2018","2018","million No","1","E"
"98","'191","Croatia","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2019","2019","million No","0.8","E"
"98","'191","Croatia","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2020","2020","million No","0.8","E"
"98","'191","Croatia","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2021","2021","million No","0.6","E"
"279","'531","Curaçao","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2017","2017","PPP dollar per person per day","3.02","E"
"279","'531","Curaçao","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2018","2018","PPP dollar per person per day","3.15","E"
"279","'531","Curaçao","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2019","2019","PPP dollar per person per day","3.31","E"
"279","'531","Curaçao","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2020","2020","PPP dollar per person per day","3.41","E"
"279","'531","Curaçao","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2021","2021","PPP dollar per person per day","3.68","E"
"279","'531","Curaçao","7007","Cost of starchy staples","6226","Value","2017","2017","PPP dollar per person per day","0.61","E"
"279","'531","Curaçao","7007","Cost of starchy staples","6226","Value","2021","2021","PPP dollar per person per day","0.63","E"
"279","'531","Curaçao","7008","Cost of animal source foods","6226","Value","2017","2017","PPP dollar per person per day","0.67","E"
"279","'531","Curaçao","7008","Cost of animal source foods","6226","Value","2021","2021","PPP dollar per person per day","0.72","E"
"279","'531","Curaçao","7009","Cost of legumes, nuts and seeds","6226","Value","2017","2017","PPP dollar per person per day","0.29","E"
"279","'531","Curaçao","7009","Cost of legumes, nuts and seeds","6226","Value","2021","2021","PPP dollar per person per day","0.37","E"
"279","'531","Curaçao","7010","Cost of vegetables","6226","Value","2017","2017","PPP dollar per person per day","0.71","E"
"279","'531","Curaçao","7010","Cost of vegetables","6226","Value","2021","2021","PPP dollar per person per day","0.89","E"
"279","'531","Curaçao","7011","Cost of fruits","6226","Value","2017","2017","PPP dollar per person per day","0.47","E"
"279","'531","Curaçao","7011","Cost of fruits","6226","Value","2021","2021","PPP dollar per person per day","0.92","E"
"279","'531","Curaçao","7012","Cost of oils and fats","6226","Value","2017","2017","PPP dollar per person per day","0.11","E"
"279","'531","Curaçao","7012","Cost of oils and fats","6226","Value","2021","2021","PPP dollar per person per day","0.15","E"
"279","'531","Curaçao","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2017","2017","%",,"O"
"279","'531","Curaçao","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2018","2018","%",,"O"
"279","'531","Curaçao","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2019","2019","%",,"O"
"279","'531","Curaçao","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2020","2020","%",,"O"
"279","'531","Curaçao","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2021","2021","%",,"O"
"279","'531","Curaçao","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2017","2017","million No",,"O"
"279","'531","Curaçao","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2018","2018","million No",,"O"
"279","'531","Curaçao","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2019","2019","million No",,"O"
"279","'531","Curaçao","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2020","2020","million No",,"O"
"279","'531","Curaçao","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2021","2021","million No",,"O"
"50","'196","Cyprus","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2017","2017","PPP dollar per person per day","2.89","E"
"50","'196","Cyprus","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2018","2018","PPP dollar per person per day","2.93","E"
"50","'196","Cyprus","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2019","2019","PPP dollar per person per day","3.04","E"
"50","'196","Cyprus","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2020","2020","PPP dollar per person per day","3.14","E"
"50","'196","Cyprus","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2021","2021","PPP dollar per person per day","3.19","E"
"50","'196","Cyprus","7007","Cost of starchy staples","6226","Value","2017","2017","PPP dollar per person per day","0.42","E"
"50","'196","Cyprus","7007","Cost of starchy staples","6226","Value","2021","2021","PPP dollar per person per day","0.46","E"
"50","'196","Cyprus","7008","Cost of animal source foods","6226","Value","2017","2017","PPP dollar per person per day","0.7","E"
"50","'196","Cyprus","7008","Cost of animal source foods","6226","Value","2021","2021","PPP dollar per person per day","0.81","E"
"50","'196","Cyprus","7009","Cost of legumes, nuts and seeds","6226","Value","2017","2017","PPP dollar per person per day","0.28","E"
"50","'196","Cyprus","7009","Cost of legumes, nuts and seeds","6226","Value","2021","2021","PPP dollar per person per day","0.33","E"
"50","'196","Cyprus","7010","Cost of vegetables","6226","Value","2017","2017","PPP dollar per person per day","0.65","E"
"50","'196","Cyprus","7010","Cost of vegetables","6226","Value","2021","2021","PPP dollar per person per day","0.74","E"
"50","'196","Cyprus","7011","Cost of fruits","6226","Value","2017","2017","PPP dollar per person per day","0.72","E"
"50","'196","Cyprus","7011","Cost of fruits","6226","Value","2021","2021","PPP dollar per person per day","0.75","E"
"50","'196","Cyprus","7012","Cost of oils and fats","6226","Value","2017","2017","PPP dollar per person per day","0.08","E"
"50","'196","Cyprus","7012","Cost of oils and fats","6226","Value","2021","2021","PPP dollar per person per day","0.1","E"
"50","'196","Cyprus","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2017","2017","%","4","E"
"50","'196","Cyprus","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2018","2018","%","2.7","E"
"50","'196","Cyprus","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2019","2019","%","2.6","E"
"50","'196","Cyprus","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2020","2020","%","2.2","E"
"50","'196","Cyprus","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2021","2021","%","2.3","E"
"50","'196","Cyprus","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2017","2017","million No","<0.1","E"
"50","'196","Cyprus","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2018","2018","million No","<0.1","E"
"50","'196","Cyprus","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2019","2019","million No","<0.1","E"
"50","'196","Cyprus","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2020","2020","million No","<0.1","E"
"50","'196","Cyprus","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2021","2021","million No","<0.1","E"
"167","'203","Czechia","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2017","2017","PPP dollar per person per day","2.81","E"
"167","'203","Czechia","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2018","2018","PPP dollar per person per day","2.83","E"
"167","'203","Czechia","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2019","2019","PPP dollar per person per day","2.97","E"
"167","'203","Czechia","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2020","2020","PPP dollar per person per day","3","E"
"167","'203","Czechia","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2021","2021","PPP dollar per person per day","3.13","E"
"167","'203","Czechia","7007","Cost of starchy staples","6226","Value","2017","2017","PPP dollar per person per day","0.3","E"
"167","'203","Czechia","7007","Cost of starchy staples","6226","Value","2021","2021","PPP dollar per person per day","0.44","E"
"167","'203","Czechia","7008","Cost of animal source foods","6226","Value","2017","2017","PPP dollar per person per day","0.7","E"
"167","'203","Czechia","7008","Cost of animal source foods","6226","Value","2021","2021","PPP dollar per person per day","0.79","E"
"167","'203","Czechia","7009","Cost of legumes, nuts and seeds","6226","Value","2017","2017","PPP dollar per person per day","0.38","E"
"167","'203","Czechia","7009","Cost of legumes, nuts and seeds","6226","Value","2021","2021","PPP dollar per person per day","0.38","E"
"167","'203","Czechia","7010","Cost of vegetables","6226","Value","2017","2017","PPP dollar per person per day","0.76","E"
"167","'203","Czechia","7010","Cost of vegetables","6226","Value","2021","2021","PPP dollar per person per day","0.78","E"
"167","'203","Czechia","7011","Cost of fruits","6226","Value","2017","2017","PPP dollar per person per day","0.69","E"
"167","'203","Czechia","7011","Cost of fruits","6226","Value","2021","2021","PPP dollar per person per day","0.65","E"
"167","'203","Czechia","7012","Cost of oils and fats","6226","Value","2017","2017","PPP dollar per person per day","0.08","E"
"167","'203","Czechia","7012","Cost of oils and fats","6226","Value","2021","2021","PPP dollar per person per day","0.09","E"
"167","'203","Czechia","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2017","2017","%","4.8","E"
"167","'203","Czechia","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2018","2018","%","4.2","E"
"167","'203","Czechia","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2019","2019","%","3.7","E"
"167","'203","Czechia","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2020","2020","%","3.9","E"
"167","'203","Czechia","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2021","2021","%","3.8","E"
"167","'203","Czechia","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2017","2017","million No","0.5","E"
"167","'203","Czechia","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2018","2018","million No","0.4","E"
"167","'203","Czechia","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2019","2019","million No","0.4","E"
"167","'203","Czechia","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2020","2020","million No","0.4","E"
"167","'203","Czechia","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2021","2021","million No","0.4","E"
"250","'180","Democratic Republic of the Congo","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2017","2017","PPP dollar per person per day","4.3","E"
"250","'180","Democratic Republic of the Congo","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2018","2018","PPP dollar per person per day","3.8","E"
"250","'180","Democratic Republic of the Congo","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2019","2019","PPP dollar per person per day","3.52","E"
"250","'180","Democratic Republic of the Congo","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2020","2020","PPP dollar per person per day","3.3","E"
"250","'180","Democratic Republic of the Congo","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2021","2021","PPP dollar per person per day","3.32","E"
"250","'180","Democratic Republic of the Congo","7007","Cost of starchy staples","6226","Value","2017","2017","PPP dollar per person per day","0.38","E"
"250","'180","Democratic Republic of the Congo","7007","Cost of starchy staples","6226","Value","2021","2021","PPP dollar per person per day","0.58","E"
"250","'180","Democratic Republic of the Congo","7008","Cost of animal source foods","6226","Value","2017","2017","PPP dollar per person per day","1.21","E"
"250","'180","Democratic Republic of the Congo","7008","Cost of animal source foods","6226","Value","2021","2021","PPP dollar per person per day","1.72","E"
"250","'180","Democratic Republic of the Congo","7009","Cost of legumes, nuts and seeds","6226","Value","2017","2017","PPP dollar per person per day","0.14","E"
"250","'180","Democratic Republic of the Congo","7009","Cost of legumes, nuts and seeds","6226","Value","2021","2021","PPP dollar per person per day","0.27","E"
"250","'180","Democratic Republic of the Congo","7010","Cost of vegetables","6226","Value","2017","2017","PPP dollar per person per day","0.8","E"
"250","'180","Democratic Republic of the Congo","7010","Cost of vegetables","6226","Value","2021","2021","PPP dollar per person per day","0.32","E"
"250","'180","Democratic Republic of the Congo","7011","Cost of fruits","6226","Value","2017","2017","PPP dollar per person per day","0.32","E"
"250","'180","Democratic Republic of the Congo","7011","Cost of fruits","6226","Value","2021","2021","PPP dollar per person per day","0.29","E"
"250","'180","Democratic Republic of the Congo","7012","Cost of oils and fats","6226","Value","2017","2017","PPP dollar per person per day","0.08","E"
"250","'180","Democratic Republic of the Congo","7012","Cost of oils and fats","6226","Value","2021","2021","PPP dollar per person per day","0.13","E"
"250","'180","Democratic Republic of the Congo","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2017","2017","%","94.8","E"
"250","'180","Democratic Republic of the Congo","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2018","2018","%","93.4","E"
"250","'180","Democratic Republic of the Congo","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2019","2019","%","93.1","E"
"250","'180","Democratic Republic of the Congo","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2020","2020","%","93.1","E"
"250","'180","Democratic Republic of the Congo","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2021","2021","%","92.4","E"
"250","'180","Democratic Republic of the Congo","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2017","2017","million No","79.9","E"
"250","'180","Democratic Republic of the Congo","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2018","2018","million No","81.4","E"
"250","'180","Democratic Republic of the Congo","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2019","2019","million No","83.7","E"
"250","'180","Democratic Republic of the Congo","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2020","2020","million No","86.5","E"
"250","'180","Democratic Republic of the Congo","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2021","2021","million No","88.6","E"
"54","'208","Denmark","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2017","2017","PPP dollar per person per day","2.2","E"
"54","'208","Denmark","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2018","2018","PPP dollar per person per day","2.26","E"
"54","'208","Denmark","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2019","2019","PPP dollar per person per day","2.34","E"
"54","'208","Denmark","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2020","2020","PPP dollar per person per day","2.41","E"
"54","'208","Denmark","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2021","2021","PPP dollar per person per day","2.49","E"
"54","'208","Denmark","7007","Cost of starchy staples","6226","Value","2017","2017","PPP dollar per person per day","0.24","E"
"54","'208","Denmark","7007","Cost of starchy staples","6226","Value","2021","2021","PPP dollar per person per day","0.25","E"
"54","'208","Denmark","7008","Cost of animal source foods","6226","Value","2017","2017","PPP dollar per person per day","0.5","E"
"54","'208","Denmark","7008","Cost of animal source foods","6226","Value","2021","2021","PPP dollar per person per day","0.63","E"
"54","'208","Denmark","7009","Cost of legumes, nuts and seeds","6226","Value","2017","2017","PPP dollar per person per day","0.26","E"
"54","'208","Denmark","7009","Cost of legumes, nuts and seeds","6226","Value","2021","2021","PPP dollar per person per day","0.3","E"
"54","'208","Denmark","7010","Cost of vegetables","6226","Value","2017","2017","PPP dollar per person per day","0.78","E"
"54","'208","Denmark","7010","Cost of vegetables","6226","Value","2021","2021","PPP dollar per person per day","0.66","E"
"54","'208","Denmark","7011","Cost of fruits","6226","Value","2017","2017","PPP dollar per person per day","0.55","E"
"54","'208","Denmark","7011","Cost of fruits","6226","Value","2021","2021","PPP dollar per person per day","0.6","E"
"54","'208","Denmark","7012","Cost of oils and fats","6226","Value","2017","2017","PPP dollar per person per day","0.05","E"
"54","'208","Denmark","7012","Cost of oils and fats","6226","Value","2021","2021","PPP dollar per person per day","0.06","E"
"54","'208","Denmark","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2017","2017","%","0.9","E"
"54","'208","Denmark","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2018","2018","%","1","E"
"54","'208","Denmark","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2019","2019","%","1","E"
"54","'208","Denmark","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2020","2020","%","1.1","E"
"54","'208","Denmark","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2021","2021","%","0.8","E"
"54","'208","Denmark","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2017","2017","million No","0.1","E"
"54","'208","Denmark","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2018","2018","million No","0.1","E"
"54","'208","Denmark","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2019","2019","million No","0.1","E"
"54","'208","Denmark","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2020","2020","million No","0.1","E"
"54","'208","Denmark","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2021","2021","million No","<0.1","E"
"72","'262","Djibouti","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2017","2017","PPP dollar per person per day","2.79","E"
"72","'262","Djibouti","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2018","2018","PPP dollar per person per day","2.86","E"
"72","'262","Djibouti","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2019","2019","PPP dollar per person per day","2.98","E"
"72","'262","Djibouti","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2020","2020","PPP dollar per person per day","3.1","E"
"72","'262","Djibouti","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2021","2021","PPP dollar per person per day","3.27","E"
"72","'262","Djibouti","7007","Cost of starchy staples","6226","Value","2017","2017","PPP dollar per person per day","0.45","E"
"72","'262","Djibouti","7007","Cost of starchy staples","6226","Value","2021","2021","PPP dollar per person per day","0.56","E"
"72","'262","Djibouti","7008","Cost of animal source foods","6226","Value","2017","2017","PPP dollar per person per day","0.99","E"
"72","'262","Djibouti","7008","Cost of animal source foods","6226","Value","2021","2021","PPP dollar per person per day","1.33","E"
"72","'262","Djibouti","7009","Cost of legumes, nuts and seeds","6226","Value","2017","2017","PPP dollar per person per day","0.16","E"
"72","'262","Djibouti","7009","Cost of legumes, nuts and seeds","6226","Value","2021","2021","PPP dollar per person per day","0.21","E"
"72","'262","Djibouti","7010","Cost of vegetables","6226","Value","2017","2017","PPP dollar per person per day","0.53","E"
"72","'262","Djibouti","7010","Cost of vegetables","6226","Value","2021","2021","PPP dollar per person per day","0.61","E"
"72","'262","Djibouti","7011","Cost of fruits","6226","Value","2017","2017","PPP dollar per person per day","0.56","E"
"72","'262","Djibouti","7011","Cost of fruits","6226","Value","2021","2021","PPP dollar per person per day","0.44","E"
"72","'262","Djibouti","7012","Cost of oils and fats","6226","Value","2017","2017","PPP dollar per person per day","0.11","E"
"72","'262","Djibouti","7012","Cost of oils and fats","6226","Value","2021","2021","PPP dollar per person per day","0.13","E"
"72","'262","Djibouti","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2017","2017","%","54.5","E"
"72","'262","Djibouti","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2018","2018","%","53","E"
"72","'262","Djibouti","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2019","2019","%","52.5","E"
"72","'262","Djibouti","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2020","2020","%","53.4","E"
"72","'262","Djibouti","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2021","2021","%","52.7","E"
"72","'262","Djibouti","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2017","2017","million No","0.6","E"
"72","'262","Djibouti","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2018","2018","million No","0.6","E"
"72","'262","Djibouti","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2019","2019","million No","0.6","E"
"72","'262","Djibouti","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2020","2020","million No","0.6","E"
"72","'262","Djibouti","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2021","2021","million No","0.6","E"
"55","'212","Dominica","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2017","2017","PPP dollar per person per day","4.3","E"
"55","'212","Dominica","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2018","2018","PPP dollar per person per day","4.46","E"
"55","'212","Dominica","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2019","2019","PPP dollar per person per day","4.56","E"
"55","'212","Dominica","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2020","2020","PPP dollar per person per day","4.67","E"
"55","'212","Dominica","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2021","2021","PPP dollar per person per day","4.91","E"
"55","'212","Dominica","7007","Cost of starchy staples","6226","Value","2017","2017","PPP dollar per person per day","0.76","E"
"55","'212","Dominica","7007","Cost of starchy staples","6226","Value","2021","2021","PPP dollar per person per day","0.88","E"
"55","'212","Dominica","7008","Cost of animal source foods","6226","Value","2017","2017","PPP dollar per person per day","0.84","E"
"55","'212","Dominica","7008","Cost of animal source foods","6226","Value","2021","2021","PPP dollar per person per day","0.94","E"
"55","'212","Dominica","7009","Cost of legumes, nuts and seeds","6226","Value","2017","2017","PPP dollar per person per day","0.36","E"
"55","'212","Dominica","7009","Cost of legumes, nuts and seeds","6226","Value","2021","2021","PPP dollar per person per day","0.55","E"
"55","'212","Dominica","7010","Cost of vegetables","6226","Value","2017","2017","PPP dollar per person per day","1.23","E"
"55","'212","Dominica","7010","Cost of vegetables","6226","Value","2021","2021","PPP dollar per person per day","1.51","E"
"55","'212","Dominica","7011","Cost of fruits","6226","Value","2017","2017","PPP dollar per person per day","0.66","E"
"55","'212","Dominica","7011","Cost of fruits","6226","Value","2021","2021","PPP dollar per person per day","0.84","E"
"55","'212","Dominica","7012","Cost of oils and fats","6226","Value","2017","2017","PPP dollar per person per day","0.15","E"
"55","'212","Dominica","7012","Cost of oils and fats","6226","Value","2021","2021","PPP dollar per person per day","0.18","E"
"55","'212","Dominica","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2017","2017","%",,"O"
"55","'212","Dominica","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2018","2018","%",,"O"
"55","'212","Dominica","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2019","2019","%",,"O"
"55","'212","Dominica","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2020","2020","%",,"O"
"55","'212","Dominica","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2021","2021","%",,"O"
"55","'212","Dominica","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2017","2017","million No",,"O"
"55","'212","Dominica","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2018","2018","million No",,"O"
"55","'212","Dominica","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2019","2019","million No",,"O"
"55","'212","Dominica","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2020","2020","million No",,"O"
"55","'212","Dominica","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2021","2021","million No",,"O"
"56","'214","Dominican Republic","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2017","2017","PPP dollar per person per day","3.33","E"
"56","'214","Dominican Republic","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2018","2018","PPP dollar per person per day","3.41","E"
"56","'214","Dominican Republic","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2019","2019","PPP dollar per person per day","3.54","E"
"56","'214","Dominican Republic","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2020","2020","PPP dollar per person per day","3.67","E"
"56","'214","Dominican Republic","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2021","2021","PPP dollar per person per day","3.91","E"
"56","'214","Dominican Republic","7007","Cost of starchy staples","6226","Value","2017","2017","PPP dollar per person per day","0.68","E"
"56","'214","Dominican Republic","7007","Cost of starchy staples","6226","Value","2021","2021","PPP dollar per person per day","0.64","E"
"56","'214","Dominican Republic","7008","Cost of animal source foods","6226","Value","2017","2017","PPP dollar per person per day","0.9","E"
"56","'214","Dominican Republic","7008","Cost of animal source foods","6226","Value","2021","2021","PPP dollar per person per day","1.17","E"
"56","'214","Dominican Republic","7009","Cost of legumes, nuts and seeds","6226","Value","2017","2017","PPP dollar per person per day","0.36","E"
"56","'214","Dominican Republic","7009","Cost of legumes, nuts and seeds","6226","Value","2021","2021","PPP dollar per person per day","0.49","E"
"56","'214","Dominican Republic","7010","Cost of vegetables","6226","Value","2017","2017","PPP dollar per person per day","0.86","E"
"56","'214","Dominican Republic","7010","Cost of vegetables","6226","Value","2021","2021","PPP dollar per person per day","0.84","E"
"56","'214","Dominican Republic","7011","Cost of fruits","6226","Value","2017","2017","PPP dollar per person per day","0.53","E"
"56","'214","Dominican Republic","7011","Cost of fruits","6226","Value","2021","2021","PPP dollar per person per day","0.52","E"
"56","'214","Dominican Republic","7012","Cost of oils and fats","6226","Value","2017","2017","PPP dollar per person per day","0.18","E"
"56","'214","Dominican Republic","7012","Cost of oils and fats","6226","Value","2021","2021","PPP dollar per person per day","0.26","E"
"56","'214","Dominican Republic","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2017","2017","%","26.9","E"
"56","'214","Dominican Republic","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2018","2018","%","23.4","E"
"56","'214","Dominican Republic","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2019","2019","%","21.8","E"
"56","'214","Dominican Republic","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2020","2020","%","25.7","E"
"56","'214","Dominican Republic","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2021","2021","%","26.1","E"
"56","'214","Dominican Republic","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2017","2017","million No","2.9","E"
"56","'214","Dominican Republic","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2018","2018","million No","2.5","E"
"56","'214","Dominican Republic","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2019","2019","million No","2.4","E"
"56","'214","Dominican Republic","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2020","2020","million No","2.8","E"
"56","'214","Dominican Republic","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2021","2021","million No","2.9","E"
"58","'218","Ecuador","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2017","2017","PPP dollar per person per day","2.5","E"
"58","'218","Ecuador","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2018","2018","PPP dollar per person per day","2.52","E"
"58","'218","Ecuador","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2019","2019","PPP dollar per person per day","2.56","E"
"58","'218","Ecuador","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2020","2020","PPP dollar per person per day","2.62","E"
"58","'218","Ecuador","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2021","2021","PPP dollar per person per day","2.72","E"
"58","'218","Ecuador","7007","Cost of starchy staples","6226","Value","2017","2017","PPP dollar per person per day","0.81","E"
"58","'218","Ecuador","7007","Cost of starchy staples","6226","Value","2021","2021","PPP dollar per person per day","0.68","E"
"58","'218","Ecuador","7008","Cost of animal source foods","6226","Value","2017","2017","PPP dollar per person per day","0.75","E"
"58","'218","Ecuador","7008","Cost of animal source foods","6226","Value","2021","2021","PPP dollar per person per day","0.83","E"
"58","'218","Ecuador","7009","Cost of legumes, nuts and seeds","6226","Value","2017","2017","PPP dollar per person per day","0.34","E"
